순위,도서명,저자,출판사,출판년도,ISBN,KDC,KDC명,대출건수
18,해가 지는 곳으로 :최진영 장편소설 ,지은이: 최진영,민음사,2017,9788937473166,813.7,문학 > 한국문학 > 소설,62
18,단 한 사람 :최진영 장편소설 ,지은이: 최진영,한겨레엔,2023,9791160405750,813.7,문학 > 한국문학 > 소설,62
20,희랍어 시간 :한강 장편소설 ,지은이: 한강,문학동네,2011,9788954616515,813.62,문학 > 한국문학 > 소설,60
20,"시선으로부터, :정세랑 장편소설 ",지은이: 정세랑,문학동네,2020,9788954672214,813.7,문학 > 한국문학 > 소설,60
20,이끼숲 :천선란 연작소설 ,지은이: 천선란 ;일러스트: 점선면,자이언트북스,2023,9791191824216,813.7,문학 > 한국문학 > 소설,60
23,밝은 밤 :최은영 장편소설 ,지은이: 최은영,문학동네,2021,9788954681179,813.7,문학 > 한국문학 > 소설,59
23,종의 기원 =정유정 장편소설 /The origin of species ,지은이: 정유정,은행나무,2016,9788956609959,813.7,문학 > 한국문학 > 소설,59
23,트로피컬 나이트 =조예은 소설집 /Tropical night ,지은이: 조예은,한겨레엔,2022,9791160408331,813.7,문학 > 한국문학 > 소설,59
26,채식주의자 :한강 장편소설 ,지은이: 한강,창비,2022,9788936434595,813.62,문학 > 한국문학 > 소설,58
26,파과 :구병모 장편소설 ,지은이: 구병모,위즈덤하우스 미디어그룹,2018,9791162203620,813.7,문학 > 한국문학 > 소설,58
28,이처럼 사소한 것들 :클레어 키건 소설 ,지은이: 클레어 키건 ;옮긴이: 홍한별,다산북스,2023,9791130646381,843.6,문학 > 영미문학 > 소설,57
29,귀신들의 땅 :천쓰홍 장편 소설 ,지은이: 천쓰홍 ;옮긴이: 김태성,민음사,2023,9788937454820,823.7,문학 > 중국문학 > 소설,56
29,이중 하나는 거짓말 :김애란 장편소설 ,지은이: 김애란,문학동네,2024,9791141601300,813.7,문학 > 한국문학 > 소설,56
31,두 사람의 인터내셔널 :김기태 소설 ,지은이: 김기태,문학동네,2024,9788954697941,813.7,문학 > 한국문학 > 소설,55
32,채식주의자:한강 연작소설,한강,창비,2007,9788936433598,813.6,문학 > 한국문학 > 소설,54
32,바깥은 여름 :김애란 소설 ,지은이: 김애란,문학동네,2017,9788954646079,813.7,문학 > 한국문학 > 소설,54
34,비눗방울 퐁 :이유리 소설집 ,지은이: 이유리,민음사,2024,9788937428234,813.7,문학 > 한국문학 > 소설,53
34,오로라 ,지은이: 최진영,위즈덤하우스,2024,9791168127500,813.7,문학 > 한국문학 > 소설,53
34,테디베어는 죽지 않아 :조예은 장편소설 ,지은이: 조예은,안전가옥,2023,9791193024225,813.7,문학 > 한국문학 > 소설,53
37,쇼코의 미소 :최은영 소설 ,지은이: 최은영,문학동네,2016,9788954641630,813.7,문학 > 한국문학 > 소설,50
38,아가미 :구병모 장편소설 ,지은이: 구병모,위즈덤하우스,2018,9791162203392,813.7,문학 > 한국문학 > 소설,48
38,미드나잇 라이브러리 ,매트 헤이그 지음 ;노진선 옮김,인플루엔셜,2021,9791191056556,843.6,문학 > 영미문학 > 소설,48
40,참을 수 없는 존재의 가벼움 ,지은이: 밀란 쿤데라 ;옮긴이: 이재룡,민음사,2018,9788937437564,892.96,문학 > 기타 제문학 > 인도-유럽계문학,47
40,랑과 나의 사막 :천선란 소설 ,지은이: 천선란,H(현대문학),2022,9791167901354,813.7,문학 > 한국문학 > 소설,47
42,프로젝트 헤일메리 ,앤디 위어 지음 ;강동혁 옮김,RHK(알에이치코리아),2021,9788925588735,843.6,문학 > 영미문학 > 소설,46
42,미키7 :에드워드 애슈턴 SF 장편소설 ,지은이: 에드워드 애슈턴 ;옮긴이: 배지혜,황금가지,2022,9791170521730,843.6,문학 > 영미문학 > 소설,46
44,입속 지느러미 :조예은 장편소설 ,지은이: 조예은,한겨레엔,2024,9791172130633,813.7,문학 > 한국문학 > 소설,45
45,스노볼 드라이브 :조예은 장편소설 ,지은이: 조예은,민음사,2021,9788937473319,813.7,문학 > 한국문학 > 소설,44
45,구의 증명 ,최진영 지음,은행나무,2023,9791167372864,813.7,문학 > 한국문학 > 소설,44
47,용의자 X의 헌신 ,히가시노 게이고 지음 ;양억관 옮김,재인,2017,9788990982704,833.6,문학 > 일본문학 > 소설,43
48,구의 증명 :최진영 소설 ,지은이: 최진영,은행나무,2015,9788956608556,813.7,문학 > 한국문학 > 소설,42
48,내가 한 말을 내가 오해하지 않기로 함 ,지은이: 문상훈,위너스북,2024,9791189352745,818,문학 > 한국문학 > 르포르타주 및 기타,42
48,파견자들 :김초엽 장편소설 ,지은이: 김초엽,퍼블리온,2023,9791191587524,813.7,문학 > 한국문학 > 소설,42
51,치치새가 사는 숲 :장진영 장편소설 ,지은이: 장진영,민음사,2023,9788937473852,813.7,문학 > 한국문학 > 소설,41
51,아주 희미한 빛으로도 :최은영 소설 ,지은이: 최은영,문학동네,2023,9788954695053,813.7,문학 > 한국문학 > 소설,41
51,눈부신 안부 :백수린 장편소설 ,지은이: 백수린,문학동네,2023,9788954699372,813.7,문학 > 한국문학 > 소설,41
51,우중괴담 :미쓰다 신조 소설 ,지은이: 미쓰다 신조 ;옮긴이: 현정수,더난콘텐츠그룹,2022,9791158791971,833.6,문학 > 일본문학 > 소설,41
55,사랑과 결함 :예소연 소설 ,지은이: 예소연,문학동네,2024,9791141601102,813.7,문학 > 한국문학 > 소설,40
55,"도둑맞은 집중력 :집중력 위기의 시대, 삶의 주도권을 되찾는 법 ",요한 하리 지음 ;김하현 옮김,어크로스(어크로스출판그룹),2023,9791167740984,181.27,철학 > 심리학 > 각론,40
55,탕비실 :이미예 소설 ,지은이: 이미예,오팬하우스,2024,9791198809940,813.7,문학 > 한국문학 > 소설,40
58,내게 무해한 사람 :최은영 소설 ,지은이: 최은영,문학동네,2018,9788954651820,813.7,문학 > 한국문학 > 소설,38
58,방금 떠나온 세계 :김초엽 소설집 ,지은이: 김초엽,한겨레엔,2021,9791160406504,813.7,문학 > 한국문학 > 소설,38
60,피프티 피플 :정세랑 장편소설 ,지은이: 정세랑,창비,2016,9788936434243,813.7,문학 > 한국문학 > 소설,37
60,왜 나는 너를 사랑하는가,알랭 드 보통 [지음];정영목 옮김,청미래,2007,9788986836240,843,문학 > 영미문학 > 소설,37
60,오렌지와 빵칼 =청예 장편소설 /Orange and bread knife ,지은이: 청예,허블,2024,9791193078259,813.7,문학 > 한국문학 > 소설,37
63,브람스를 좋아하세요 ,프랑수아즈 사강 [지음] ;김남주 옮김,민음사,2008,9788937461798,863,문학 > 프랑스문학 > 소설,36
63,당신이 누군가를 죽였다 ,지은이: 히가시노 게이고 ;옮긴이: 최고은,교보문고,2024,9791170611561,833.6,문학 > 일본문학 > 소설,36
63,GV 빌런 고태경 :2020 한경신춘문예 당선작 ,지은이: 정대건,은행나무,2020,9791190492430,813.7,문학 > 한국문학 > 소설,36
66,달까지 가자 :장류진 장편소설 ,지은이: 장류진,창비,2021,9788936434496,813.7,문학 > 한국문학 > 소설,35
66,저주토끼 (리커버),정보라 (지은이),아작,2022,9791166686665,,,35
66,(2500년 동안 사랑받은) 초역 부처의 말 :행복으로 가는 길은 없다 행복이 곧 길이다 ,코이케 류노스케 지음 ;박재현 옮김,콘텐츠그룹 포레스트,2024,9791193506516,224.2,"종교 > 불교 > 법어, 신앙록, 신앙생활",35
69,나는 메트로폴리탄 미술관의 경비원입니다 :가장 경이로운 세계 속으로 숨어버린 한 남자의 이야기 ,패트릭 브링리 지음 ;조현주 옮김,웅진씽크빅,2023,9788901276533,848,문학 > 영미문학 > 르포르타주 및 기타,34
69,불안 세대 :디지털 세계는 우리 아이들을 어떻게 병들게 하는가 ,조너선 하이트 지음 ;이충호 옮김,웅진씽크빅,2024,9788901285894,334.3,"사회과학 > 사회학, 사회문제 > 사회문제",34
69,일의 기쁨과 슬픔 :장류진 소설집 ,지은이: 장류진,창비,2019,9788936438036,813.7,문학 > 한국문학 > 소설,34
69,심장보다 단단한 토마토 한 알 :고선경 시집 ,지은이: 고선경,열림원,2025,9791170403203,811.7,문학 > 한국문학 > 시,34
69,직장 상사 악령 퇴치부 :이사구 연작소설집 ,지은이: 이사구,황금가지,2024,9791170523550,813.7,문학 > 한국문학 > 소설,34
74,"사람, 장소, 환대 ",김현경 지음,문학과지성사,2015,9788932027265,330,"사회과학 > 사회학, 사회문제 > 사회학, 사회문제",33
74,율의 시선 :김민서 장편소설 ,지은이: 김민서,창비,2024,9788936457259,813.7,문학 > 한국문학 > 소설,33
74,유령의 마음으로 :임선우 소설집 ,지은이: 임선우,민음사,2022,9788937442698,813.7,문학 > 한국문학 > 소설,33
74,광인 :이혁진 장편소설 ,지은이: 이혁진,민음사,2023,9788937454677,813.7,문학 > 한국문학 > 소설,33
74,달러구트 꿈 백화점 :주문하신 꿈은 매진입니다 ,지은이: 이미예,팩토리나인,2020,9791165341909,813.7,문학 > 한국문학 > 소설,33
74,적산가옥의 유령 :조예은 소설 ,지은이: 조예은,H(현대문학),2024,9791167902580,813.7,문학 > 한국문학 > 소설,33
80,대온실 수리 보고서 :김금희 장편소설 ,지은이: 김금희,창비,2024,9788936439651,813.7,문학 > 한국문학 > 소설,32
80,트러스트 :에르난 디아스 장편소설 ,지은이: 에르난 디아스 ;옮긴이: 강동혁,문학동네,2023,9788954691673,843.6,문학 > 영미문학 > 소설,32
80,자기 앞의 生 :에밀 아자르 장편소설 ,지은이: 에밀 아자르 ;옮긴이: 용경식,문학동네,2015,9788982816635,863,문학 > 프랑스문학 > 소설,32
80,악마의 계약서는 만기 되지 않는다 :리러하 장편소설 ,지은이: 리러하,팩토리나인,2022,9791165345839,813.7,문학 > 한국문학 > 소설,32
80,너의 유토피아 :정보라 소설집 ,지은이: 정보라,인플루엔셜,2025,9791168342569,813.7,문학 > 한국문학 > 소설,32
80,작별인사 :김영하 장편소설 ,지은이: 김영하,복복서가,2022,9791191114225,813.62,문학 > 한국문학 > 소설,32
80,히든 픽처스 ,제이슨 르쿨락 지음 ;유소영 옮김,문학수첩,2024,9791193790083,843.6,문학 > 영미문학 > 소설,32
80,공룡의 이동 경로 :김화진 소설 ,지은이: 김화진,스위밍꿀,2023,9791196074470,813.7,문학 > 한국문학 > 소설,32
80,좋은 사람 도감 ,"묘엔 스구루,이지수 옮김",서교책방,2025,9791198944047,838,문학 > 일본문학 > 르포르타주 및 기타,32
89,흰 :한강 소설 ,지은이: 한강,문학동네,2018,9788954651134,813.62,문학 > 한국문학 > 소설,31
89,행성어 서점 :김초엽 짧은 소설 ,지은이: 김초엽 ;그린이: 최인호,마음산책,2021,9788960907003,813.7,문학 > 한국문학 > 소설,31
89,고백 :미나토 가나에 장편소설 ,지은이: 미나토 가나에 ;옮긴이: 김선영,비채,2009,9788992036962,833.6,문학 > 일본문학 > 소설,31
89,호르몬 체인지 :최정화 소설 ,지은이: 최정화,은행나무,2025,9791167375353,813.7,문학 > 한국문학 > 소설,31
93,비행운 :김애란 소설집 ,지은이: 김애란,문학과지성사,2012,9788932023151,813.7,문학 > 한국문학 > 소설,30
93,크림의 무게를 재는 방법 :조시현 소설집 ,지은이: 조시현,문학과지성사,2025,9788932043364,813.7,문학 > 한국문학 > 소설,30
93,아몬드 :손원평 장편소설 ,지은이: 손원평,창비,2017,9788936434267,813.7,문학 > 한국문학 > 소설,30
93,마법소녀 은퇴합니다 :박서련 소설 ,지은이: 박서련,창비,2022,9788936438739,813.7,문학 > 한국문학 > 소설,30
93,여행의 이유 :김영하 산문 ,지은이: 김영하,문학동네,2019,9788954655972,816.62,"문학 > 한국문학 > 일기, 서간, 기행",30
93,나주에 대하여 :김화진 소설 ,지은이: 김화진,문학동네,2022,9788954688994,813.7,문학 > 한국문학 > 소설,30
93,7년의 밤 :정유정 장편소설 ,지은이: 정유정,은행나무,2011,9788956604992,813.7,문학 > 한국문학 > 소설,30
93,조금 망한 사랑 :김지연 소설 ,지은이: 김지연,문학동네,2024,9791141601508,813.7,문학 > 한국문학 > 소설,30
93,영원한 천국 :정유정 장편소설 ,지은이: 정유정,은행나무,2024,9791167374561,813.7,문학 > 한국문학 > 소설,30
93,제철 행복 :김신지 에세이 ,지은이: 김신지,인플루엔셜,2024,9791168341890,818,문학 > 한국문학 > 르포르타주 및 기타,30
93,라비우와 링과 ,지은이: 김서해,위즈덤하우스,2024,9791171717064,813.7,문학 > 한국문학 > 소설,30
93,쓰게 될 것 :최진영 소설집 ,지은이: 최진영,안온(안온북스),2024,9791192638379,813.7,문학 > 한국문학 > 소설,30
93,다정한 것이 살아남는다 ,"지은이: 브라이언 헤어,옮긴이: 이민아",디플롯,2021,9791197413025,182.4,철학 > 심리학 > 차이심리학,30
106,봄밤의 모든 것 :백수린 소설집 ,지은이: 백수린,문학과지성사,2025,9788932043500,813.7,문학 > 한국문학 > 소설,29
106,아버지의 해방일지 :정지아 장편소설 ,지은이: 정지아,창비,2022,9788936438838,813.62,문학 > 한국문학 > 소설,29
106,포스트맨은 벨을 두 번 울린다 ,제임스 M. 케인 [지음] ;이만식 옮김,민음사,2007,9788937461699,843,문학 > 영미문학 > 소설,29
106,현대사상 입문 ,지바 마사야 지음 ;김상운 옮김,Arte(북이십일 아르테),2023,9788950927400,166.8,"철학 > 서양철학 > 프랑스, 네덜란드철학",29
106,가재가 노래하는 곳 :델리아 오언스 장편소설 ,지은이: 델리아 오언스 ;옮긴이: 김선형,살림출판사,2019,9788952240569,843.6,문학 > 영미문학 > 소설,29
106,삼체 =The three body ,류츠신 지음 ;허유영 옮김,자음과모음,2020,9788954442695,823.7,문학 > 중국문학 > 소설,29
106,"악마와 함께 춤을 :시기, 질투, 분노는 어떻게 삶의 거름이 되는가 ",크리스타 K. 토마슨 지음 ;한재호 옮김,흐름출판,2024,9788965966814,181.7,철학 > 심리학 > 각론,29
106,아주 작은 습관의 힘 :최고의 변화는 어떻게 만들어지는가 ,제임스 클리어 지음 ;이한이 옮김,비즈니스북스,2019,9791162540640,181.845,철학 > 심리학 > 각론,29
106,어떤 물질의 사랑 :천선란 소설집 ,지은이: 천선란,아작,2020,9791165508340,813.7,문학 > 한국문학 > 소설,29
106,백광 :렌조 미키히코 장편소설 ,지은이: 렌조 미키히코 ;옮긴이: 양윤옥,바이포엠 스튜디오,2022,9791191043617,833.6,문학 > 일본문학 > 소설,29
106,로맨스 도파민 ,"지은이: 최영원,우재윤",안전가옥,2024,9791193024652,813.7,문학 > 한국문학 > 소설,29
117,사랑의 기술 ,에리히 프롬 지음 ;황문수 옮김,문예출판사,2019,9788931011623,181.71,철학 > 심리학 > 각론,28
117,노르웨이의 숲 =Norwegian wood ,지은이: 무라카미 하루키 ;옮긴이: 양억관,민음사,2017,9788937434488,833.6,문학 > 일본문학 > 소설,28
117,면도날 ,지은이: 서머싯 몸 ;옮긴이: 안진환,민음사,2009,9788937462146,843,문학 > 영미문학 > 소설,28
117,사랑에 대해 내가 아는 모든 것 ,돌리 앨더튼 지음 ;김미정 옮김,윌북,2024,9791155817650,848,문학 > 영미문학 > 르포르타주 및 기타,28
117,재와 물거품 ,지은이: 김청귤,안전가옥,2021,9791191193114,813.7,문학 > 한국문학 > 소설,28
117,나는 왜 남들보다 쉽게 지칠까 :무던해 보이지만 누구보다 예민한 HSP를 위한 심리학 ,최재훈 지음,서스테인,2024,9791193388075,182.12,철학 > 심리학 > 차이심리학,28
117,너무나 많은 여름이 ,김연수 지음,레제,2023,9791196722012,813.62,문학 > 한국문학 > 소설,28
124,서랍에 저녁을 넣어 두었다 :한강 시집 ,지은이: 한강,문학과지성사,2013,9788932024639,811.62,문학 > 한국문학 > 시,27
124,브로콜리 펀치 :이유리 소설집 ,지은이: 이유리,문학과지성사,2021,9788932039114,813.7,문학 > 한국문학 > 소설,27
124,싯다르타,헤르만 헤세 지음;박병덕 옮김,민음사,2002,9788937460586,853,문학 > 독일문학 > 소설,27
124,"궤도의 밖에서, 나의 룸메이트에게 :전삼혜 장편소설 ",지은이: 전삼혜,문학동네,2021,9788954679527,813.7,문학 > 한국문학 > 소설,27
124,노랜드 :천선란 소설집 ,지은이: 천선란,한겨레엔,2022,9791160404944,813.7,문학 > 한국문학 > 소설,27
124,불편한 편의점 :김호연 장편소설 ,지은이: 김호연,나무옆의자,2021,9791161571188,813.7,문학 > 한국문학 > 소설,27
124,다섯 번째 감각 :김보영 소설집 ,지은이: 김보영,아작,2022,9791166686603,813.7,문학 > 한국문학 > 소설,27
124,므레모사 :김초엽 소설 ,지은이: 김초엽,H(현대문학),2021,9791167900821,813.7,문학 > 한국문학 > 소설,27
124,만조를 기다리며 :우리 숨바꼭질 기억해? ,지은이: 조예은,위즈덤하우스,2023,9791168127128,813.7,문학 > 한국문학 > 소설,27
124,파친코 :이민진 장편소설 ,지은이: 이민진 ;옮긴이: 신승미,인플루엔셜,2022,9791168340510,843.6,문학 > 영미문학 > 소설,27
124,하우스 메이드 ,프리다 맥파든 지음 ;김은영 옮김,Book Plaza(북플라자),2023,9791190157551,843.6,문학 > 영미문학 > 소설,27
124,일인칭 가난 :그러나 일인분은 아닌 ,안온 지음,마티,2023,9791190853514,818,문학 > 한국문학 > 르포르타주 및 기타,27
124,흰 고래의 흼에 대하여 ,홍한별 지음,위고,2025,9791193044230,818,문학 > 한국문학 > 르포르타주 및 기타,27
124,아이가 없는 집 ,지은이: 알렉스 안도릴 ;옮긴이: 유혜인,필름,2024,9791193262184,859.7,문학 > 독일문학 > 기타 게르만 문학,27
124,이상한 집 ,우케쓰 지음 ;김은모 옮김,디앤씨미디어,2022,9791197708572,833.6,문학 > 일본문학 > 소설,27
139,찌그러져도 동그라미입니다 :김창완 에세이 ,지은이: 김창완,웅진씽크빅,2024,9788901280684,818,문학 > 한국문학 > 르포르타주 및 기타,26
139,선량한 차별주의자 ,김지혜 지음,창비,2019,9788936477196,334,"사회과학 > 사회학, 사회문제 > 사회문제",26
139,여름 ,지은이: 이디스 워튼 ;김욱동 옮김,민음사,2020,9788937463686,843.5,문학 > 영미문학 > 소설,26
139,더 셜리 클럽 :박서련 장편소설 ,지은이: 박서련,민음사,2020,9788937473296,813.7,문학 > 한국문학 > 소설,26
139,살인자의 기억법 :김영하 장편소설 ,지은이: 김영하,문학동네,2013,9788954622035,813.62,문학 > 한국문학 > 소설,26
139,여름의 빌라 :백수린 소설 ,지은이: 백수린,문학동네,2020,9788954673105,813.7,문학 > 한국문학 > 소설,26
139,1차원이 되고 싶어 :박상영 장편소설 ,지은이: 박상영,문학동네,2021,9788954682749,813.7,문학 > 한국문학 > 소설,26
139,H마트에서 울다 ,미셸 자우너 지음 ;정혜윤 옮김,문학동네,2022,9788954683371,848,문학 > 영미문학 > 르포르타주 및 기타,26
139,샤워젤과 소다수 :고선경 시집 ,지은이: 고선경,문학동네,2023,9788954696012,811.7,문학 > 한국문학 > 시,26
139,수치심 탐구생활 :완벽주의와 자기의심에 대하여 ,지은이: 사월날씨,사람in,2023,9788960499256,180.4,철학 > 심리학 > 심리학,26
139,숨결이 바람 될 때 :서른여섯 젊은 의사의 마지막 순간 ,폴 칼라니티 지음 ;이종인 옮김,흐름출판,2016,9788965961956,848,문학 > 영미문학 > 르포르타주 및 기타,26
139,동경 :김화진 장편소설 ,지은이: 김화진,문학동네,2024,9791141600785,813.7,문학 > 한국문학 > 소설,26
139,취미는 사생활 :장진영 소설 ,지은이: 장진영,은행나무,2023,9791167372895,813.7,문학 > 한국문학 > 소설,26
139,당신은 결국 무엇이든 해내는 사람 :김상현 에세이 ,지은이: 김상현,필름(필름출판사),2022,9791188469994,818,문학 > 한국문학 > 르포르타주 및 기타,26
139,나를 소모하지 않는 현명한 태도에 관하여 ,마티아스 뇔케 지음 ;이미옥 옮김,퍼스트펭귄,2024,9791198682505,189.2,철학 > 심리학 > 응용심리학 일반,26
154,언러키 스타트업 :정지음 시트콤소설 ,지은이: 정지음,민음사,2022,9788937427343,813.7,문학 > 한국문학 > 소설,25
154,너무 한낮의 연애 :김금희 소설 ,지은이: 김금희,문학동네,2016,9788954640756,813.7,문학 > 한국문학 > 소설,25
154,가녀장의 시대 :이슬아 장편소설 ,지은이: 이슬아,문학동네,2022,9788954688796,813.7,문학 > 한국문학 > 소설,25
154,나미야 잡화점의 기적 :히가시노 게이고 장편소설 ,지은이: 히가시노 게이고 ;옮긴이: 양윤옥,현대문학,2012,9788972756194,833.6,문학 > 일본문학 > 소설,25
154,고래:천명관 장편소설,천명관 지음,문학동네,2004,9788982819278,813.6,문학 > 한국문학 > 소설,25
154,가면산장 살인사건 ,지은이: 히가시노 게이고 ;옮긴이: 김난주,재인,2014,9788990982575,833.6,문학 > 일본문학 > 소설,25
154,당근밭 걷기 :안희연 시집 ,지은이: 안희연,문학동네,2024,9791141600778,811.7,문학 > 한국문학 > 시,25
154,용의자들 :정해연 장편소설 ,지은이: 정해연,위즈덤하우스,2024,9791171711987,813.7,문학 > 한국문학 > 소설,25
154,돈의 속성 :최상위 부자가 말하는 돈에 대한 모든 것 ,지은이: 김승호,Snowfox(스노우폭스북스),2020,9791188331796,327.04,사회과학 > 경제학 > 금융,25
154,메리골드 마음 세탁소 =윤정은 장편소설 /Marigold mind laundry ,글: 윤정은,북로망스,2023,9791191891287,813.7,문학 > 한국문학 > 소설,25
154,라스트 젤리 샷 :청예 장편소설 ,지은이: 청예,허블,2023,9791193078068,813.7,문학 > 한국문학 > 소설,25
165,두고 온 여름 :성해나 소설 ,지은이: 성해나,창비,2023,9788936439002,813.7,문학 > 한국문학 > 소설,24
165,리틀 라이프 :한야 야나기하라 장편소설,지은이: 한야 야나기하라 ;옮긴이: 권진아,시공사,2016,9788952776372,843.6,문학 > 영미문학 > 소설,24
165,(EBS 다큐프라임) 자본주의 ,EBS MEDIA 기획 ;EBS <자본주의> 제작팀 지음,가나문화콘텐츠,2013,9788957365793,322.01,사회과학 > 경제학 > 경제정책,24
165,고통에 관하여 =정보라 장편소설 /On suffering ,지은이: 정보라,다산책방,2023,9791130698205,813.7,문학 > 한국문학 > 소설,24
165,인간의 흑역사 ,지은이: 톰 필립스 ;옮긴이: 홍한결,윌북,2019,9791155812396,900,역사 > 역사 > 역사,24
165,타이탄의 도구들 :1만 시간의 법칙을 깬 거인들의 61가지 전략 ,팀 페리스 지음 ;정지현 옮김,Tornado(토네이도),2017,9791158510619,325.211,사회과학 > 경제학 > 경영관리,24
165,부자 아빠 가난한 아빠 :20주년 특별 기념판 ,지은이: 로버트 기요사키 ;옮긴이: 안진환,민음인,2018,9791158883591,327.04,사회과학 > 경제학 > 금융,24
165,"더블 - 두 구의 시체, 두 명의 살인자",정해연 (지은이),해피북스투유,2023,9791164798728,,,24
165,음악소설집 ,"지은이: 김애란,편혜영",Franz(프란츠),2024,9791197325892,813.7,문학 > 한국문학 > 소설,24
165,"어서오세요, 휴남동 서점입니다 :황보름 장편소설 ",지은이: 황보름,클레이하우스,2022,9791197377143,813.7,문학 > 한국문학 > 소설,24
175,러브 몬스터 =이두온 장편소설 /Love monster ,지은이: 이두온,창비,2023,9788936438999,813.7,문학 > 한국문학 > 소설,23
175,혼모노 :성해나 소설집 ,지은이: 성해나,창비,2025,9788936439743,813.7,문학 > 한국문학 > 소설,23
175,한국이 싫어서 :장강명 장편소설 ,장강명 지음,민음사,2015,9788937473074,813.7,문학 > 한국문학 > 소설,23
175,각각의 계절 :권여선 소설 ,지은이: 권여선,문학동네,2023,9788954692526,813.7,문학 > 한국문학 > 소설,23
175,불안 ,지은이: 알랭 드 보통 ;정영목 옮김,은행나무,2012,9788956605593,332.6,"사회과학 > 사회학, 사회문제 > 사회조직 및 제도",23
175,웨하스 소년 :이유리 짦은소설 ,지은이: 이유리,마음산책,2024,9788960908833,813.7,문학 > 한국문학 > 소설,23
175,달리기를 말할 때 내가 하고 싶은 이야기 =What I talk about when I talk about running ,무라카미 하루키 지음 ;임홍빈 옮김,문학사상,2009,9788970128337,834,문학 > 일본문학 > 수필,23
175,"기록이라는 세계 :필사부터 감정노트, 탐구일지까지 나라는 세계를 확장시키는 기록 습관 ",리니 지음,길벗,2025,9791140711970,818,문학 > 한국문학 > 르포르타주 및 기타,23
175,어린이라는 세계 :김소영 에세이 ,지은이: 김소영,사계절(사계절출판사),2020,9791160946918,818,문학 > 한국문학 > 르포르타주 및 기타,23
175,나의 돈키호테 :김호연 장편소설 ,지은이: 김호연,나무옆의자,2024,9791161571768,813.7,문학 > 한국문학 > 소설,23
175,목소리를 드릴게요 :정세랑 소설집 ,지은이: 정세랑,아작,2020,9791165300005,813.7,문학 > 한국문학 > 소설,23
175,영원에 빚을 져서 :예소연 소설 ,지은이: 예소연,H(현대문학),2025,9791167902931,813.7,문학 > 한국문학 > 소설,23
175,지적 대화를 위한 넓고 얕은 지식 :한 권으로 현실 세계를 통달하는 지식 여행서,채사장 지음,Whale Books(웨일북),2020,9791190313186,001.3,"총류 > 총류 > 지식, 학문 일반",23
175,철학의 쓸모 :삶의 지침이 되는 철학 사용 설명서 ,로랑스 드빌레르 지음 ;박효은 옮김,Fika(피카),2024,9791193866146,100,철학 > 철학 > 철학,23
175,결혼·여름 ,지은이: 알베르 카뮈 ;옮긴이: 장소미,녹색광선,2023,9791198375308,864,문학 > 프랑스문학 > 수필,23
