순위,도서명,저자,출판사,출판년도,ISBN,KDC,KDC명,대출건수
25,채식주의자 :한강 장편소설 ,지은이: 한강,창비,2022,9788936434595,813.62,문학 > 한국문학 > 소설,58
25,돌이킬 수 있는 =문목하 장편소설 /Eversible ,지은이: 문목하,아작,2018,9791189015381,813.7,문학 > 한국문학 > 소설,58
27,완전한 행복 :정유정 장편소설 ,지은이: 정유정,은행나무,2021,9791167370280,813.7,문학 > 한국문학 > 소설,57
28,"시선으로부터, :정세랑 장편소설 ",지은이: 정세랑,문학동네,2020,9788954672214,813.7,문학 > 한국문학 > 소설,56
28,구의 증명 ,최진영 지음,은행나무,2023,9791167372864,813.7,문학 > 한국문학 > 소설,56
30,아주 희미한 빛으로도 :최은영 소설 ,지은이: 최은영,문학동네,2023,9788954695053,813.7,문학 > 한국문학 > 소설,55
30,어떤 물질의 사랑 :천선란 소설집 ,지은이: 천선란,아작,2020,9791165508340,813.7,문학 > 한국문학 > 소설,55
32,밝은 밤 :최은영 장편소설 ,지은이: 최은영,문학동네,2021,9788954681179,813.7,문학 > 한국문학 > 소설,54
32,돈은 좋지만 재테크는 겁나는 너에게 ,뿅글이 지음,첨단,2023,9788960306134,327.04,사회과학 > 경제학 > 금융,54
32,탕비실 :이미예 소설 ,지은이: 이미예,오팬하우스,2024,9791198809940,813.7,문학 > 한국문학 > 소설,54
35,"궤도의 밖에서, 나의 룸메이트에게 :전삼혜 장편소설 ",지은이: 전삼혜,문학동네,2021,9788954679527,813.7,문학 > 한국문학 > 소설,53
35,모우어 :천선란 소설 ,지은이: 천선란,문학동네,2024,9791141601447,813.7,문학 > 한국문학 > 소설,53
37,해가 지는 곳으로 :최진영 장편소설 ,지은이: 최진영,민음사,2017,9788937473166,813.7,문학 > 한국문학 > 소설,52
37,희랍어 시간 :한강 장편소설 ,지은이: 한강,문학동네,2011,9788954616515,813.62,문학 > 한국문학 > 소설,52
37,행성어 서점 :김초엽 짧은 소설 ,지은이: 김초엽 ;그린이: 최인호,마음산책,2021,9788960907003,813.7,문학 > 한국문학 > 소설,52
40,구의 증명 :최진영 소설 ,지은이: 최진영,은행나무,2015,9788956608556,813.7,문학 > 한국문학 > 소설,51
41,프로젝트 헤일메리 ,앤디 위어 지음 ;강동혁 옮김,RHK(알에이치코리아),2021,9788925588735,843.6,문학 > 영미문학 > 소설,50
41,흰 :한강 소설 ,지은이: 한강,문학동네,2018,9788954651134,813.62,문학 > 한국문학 > 소설,50
43,피프티 피플 :정세랑 장편소설 ,지은이: 정세랑,창비,2016,9788936434243,813.7,문학 > 한국문학 > 소설,49
43,브람스를 좋아하세요 ,프랑수아즈 사강 [지음] ;김남주 옮김,민음사,2008,9788937461798,863,문학 > 프랑스문학 > 소설,49
45,7년의 밤 :정유정 장편소설 ,지은이: 정유정,은행나무,2011,9788956604992,813.7,문학 > 한국문학 > 소설,48
45,"파쇄 :일단 마음먹고 칼을 집었으면, 뜸 들이지 마 ",지은이: 구병모,위즈덤하우스,2023,9791168127012,813.7,문학 > 한국문학 > 소설,48
47,포스트맨은 벨을 두 번 울린다 ,제임스 M. 케인 [지음] ;이만식 옮김,민음사,2007,9788937461699,843,문학 > 영미문학 > 소설,47
47,H마트에서 울다 ,미셸 자우너 지음 ;정혜윤 옮김,문학동네,2022,9788954683371,848,문학 > 영미문학 > 르포르타주 및 기타,47
47,왜 나는 너를 사랑하는가,알랭 드 보통 [지음];정영목 옮김,청미래,2007,9788986836240,843,문학 > 영미문학 > 소설,47
47,아가미 :구병모 장편소설 ,지은이: 구병모,위즈덤하우스,2018,9791162203392,813.7,문학 > 한국문학 > 소설,47
51,스노볼 드라이브 :조예은 장편소설 ,지은이: 조예은,민음사,2021,9788937473319,813.7,문학 > 한국문학 > 소설,46
51,적산가옥의 유령 :조예은 소설 ,지은이: 조예은,H(현대문학),2024,9791167902580,813.7,문학 > 한국문학 > 소설,46
51,파견자들 :김초엽 장편소설 ,지은이: 김초엽,퍼블리온,2023,9791191587524,813.7,문학 > 한국문학 > 소설,46
54,생각 중독 :불안과 후회를 끊어내고 오늘을 사는 법 ,닉 트렌턴 지음 ;박지선 옮김,웅진씽크빅,2024,9788901280486,181.7,철학 > 심리학 > 각론,45
54,목소리를 드릴게요 :정세랑 소설집 ,지은이: 정세랑,아작,2020,9791165300005,813.7,문학 > 한국문학 > 소설,45
54,미키7 :에드워드 애슈턴 SF 장편소설 ,지은이: 에드워드 애슈턴 ;옮긴이: 배지혜,황금가지,2022,9791170521730,843.6,문학 > 영미문학 > 소설,45
54,입속 지느러미 :조예은 장편소설 ,지은이: 조예은,한겨레엔,2024,9791172130633,813.7,문학 > 한국문학 > 소설,45
54,작별인사 :김영하 장편소설 ,지은이: 김영하,복복서가,2022,9791191114225,813.62,문학 > 한국문학 > 소설,45
54,이상한 집 ,우케쓰 지음 ;김은모 옮김,디앤씨미디어,2022,9791197708572,833.6,문학 > 일본문학 > 소설,45
60,급류 :정대건 장편소설 ,지은이: 정대건,민음사,2022,9788937473401,813.7,문학 > 한국문학 > 소설,44
60,쇼코의 미소 :최은영 소설 ,지은이: 최은영,문학동네,2016,9788954641630,813.7,문학 > 한국문학 > 소설,44
60,불편한 편의점 :김호연 장편소설 ,지은이: 김호연,나무옆의자,2021,9791161571188,813.7,문학 > 한국문학 > 소설,44
63,싯다르타,헤르만 헤세 지음;박병덕 옮김,민음사,2002,9788937460586,853,문학 > 독일문학 > 소설,43
63,이중 하나는 거짓말 :김애란 장편소설 ,지은이: 김애란,문학동네,2024,9791141601300,813.7,문학 > 한국문학 > 소설,43
63,방금 떠나온 세계 :김초엽 소설집 ,지은이: 김초엽,한겨레엔,2021,9791160406504,813.7,문학 > 한국문학 > 소설,43
66,마법소녀 은퇴합니다 :박서련 소설 ,지은이: 박서련,창비,2022,9788936438739,813.7,문학 > 한국문학 > 소설,42
66,트러스트 :에르난 디아스 장편소설 ,지은이: 에르난 디아스 ;옮긴이: 강동혁,문학동네,2023,9788954691673,843.6,문학 > 영미문학 > 소설,42
66,이처럼 사소한 것들 :클레어 키건 소설 ,지은이: 클레어 키건 ;옮긴이: 홍한별,다산북스,2023,9791130646381,843.6,문학 > 영미문학 > 소설,42
66,파과 :구병모 장편소설 ,지은이: 구병모,위즈덤하우스 미디어그룹,2018,9791162203620,813.7,문학 > 한국문학 > 소설,42
66,오렌지와 빵칼 =청예 장편소설 /Orange and bread knife ,지은이: 청예,허블,2024,9791193078259,813.7,문학 > 한국문학 > 소설,42
71,용의자 X의 헌신 ,히가시노 게이고 지음 ;양억관 옮김,재인,2017,9788990982704,833.6,문학 > 일본문학 > 소설,41
71,영원한 천국 :정유정 장편소설 ,지은이: 정유정,은행나무,2024,9791167374561,813.7,문학 > 한국문학 > 소설,41
71,"도둑맞은 집중력 :집중력 위기의 시대, 삶의 주도권을 되찾는 법 ",요한 하리 지음 ;김하현 옮김,어크로스(어크로스출판그룹),2023,9791167740984,181.27,철학 > 심리학 > 각론,41
71,직장 상사 악령 퇴치부 :이사구 연작소설집 ,지은이: 이사구,황금가지,2024,9791170523550,813.7,문학 > 한국문학 > 소설,41
75,공부의 위로 :글 쓰는 사람의 힘은 어디에서 오는가 ,지은이: 곽아람,민음사,2022,9788937442582,818,문학 > 한국문학 > 르포르타주 및 기타,40
75,눈부신 안부 :백수린 장편소설 ,지은이: 백수린,문학동네,2023,9788954699372,813.7,문학 > 한국문학 > 소설,40
75,미드나잇 라이브러리 ,매트 헤이그 지음 ;노진선 옮김,인플루엔셜,2021,9791191056556,843.6,문학 > 영미문학 > 소설,40
78,러브 몬스터 =이두온 장편소설 /Love monster ,지은이: 이두온,창비,2023,9788936438999,813.7,문학 > 한국문학 > 소설,39
78,가재가 노래하는 곳 :델리아 오언스 장편소설 ,지은이: 델리아 오언스 ;옮긴이: 김선형,살림출판사,2019,9788952240569,843.6,문학 > 영미문학 > 소설,39
78,날씨가 좋으면 찾아가겠어요 :이도우 장편소설 ,지은이: 이도우,시공사,2018,9788952791160,813.7,문학 > 한국문학 > 소설,39
78,쓰게 될 것 :최진영 소설집 ,지은이: 최진영,안온(안온북스),2024,9791192638379,813.7,문학 > 한국문학 > 소설,39
78,아이가 없는 집 ,지은이: 알렉스 안도릴 ;옮긴이: 유혜인,필름,2024,9791193262184,859.7,문학 > 독일문학 > 기타 게르만 문학,39
78,공룡의 이동 경로 :김화진 소설 ,지은이: 김화진,스위밍꿀,2023,9791196074470,813.7,문학 > 한국문학 > 소설,39
84,내게 무해한 사람 :최은영 소설 ,지은이: 최은영,문학동네,2018,9788954651820,813.7,문학 > 한국문학 > 소설,38
84,1차원이 되고 싶어 :박상영 장편소설 ,지은이: 박상영,문학동네,2021,9788954682749,813.7,문학 > 한국문학 > 소설,38
84,만조를 기다리며 :우리 숨바꼭질 기억해? ,지은이: 조예은,위즈덤하우스,2023,9791168127128,813.7,문학 > 한국문학 > 소설,38
87,선량한 차별주의자 ,김지혜 지음,창비,2019,9788936477196,334,"사회과학 > 사회학, 사회문제 > 사회문제",37
87,참을 수 없는 존재의 가벼움 ,지은이: 밀란 쿤데라 ;옮긴이: 이재룡,민음사,2018,9788937437564,892.96,문학 > 기타 제문학 > 인도-유럽계문학,37
87,세이노의 가르침 :피보다 진하게 살아라 ,세이노 지음,데이원,2023,9791168473690,325.211,사회과학 > 경제학 > 경영관리,37
87,메리골드 마음 세탁소 =윤정은 장편소설 /Marigold mind laundry ,글: 윤정은,북로망스,2023,9791191891287,813.7,문학 > 한국문학 > 소설,37
91,더 셜리 클럽 :박서련 장편소설 ,지은이: 박서련,민음사,2020,9788937473296,813.7,문학 > 한국문학 > 소설,36
91,28 :정유정 장편소설 ,지은이: 정유정,은행나무,2013,9788956607030,813.7,문학 > 한국문학 > 소설,36
91,내가 되는 꿈 :최진영 장편소설 ,지은이: 최진영,H(현대문학),2021,9791190885621,813.7,문학 > 한국문학 > 소설,36
91,테디베어는 죽지 않아 :조예은 장편소설 ,지은이: 조예은,안전가옥,2023,9791193024225,813.7,문학 > 한국문학 > 소설,36
91,회색 인간 ,지은이: 김동식,요다,2017,9791196222628,813.7,문학 > 한국문학 > 소설,36
96,흐르는 강물처럼,"셸리 리드 (지은이), 김보람 (옮긴이)",다산책방,2024,9791130649672,,,35
96,GV 빌런 고태경 :2020 한경신춘문예 당선작 ,지은이: 정대건,은행나무,2020,9791190492430,813.7,문학 > 한국문학 > 소설,35
98,더 좋은 삶을 위한 철학 ,지은이: 마이클 슈어 ;옮긴이: 염지선,김영사,2023,9788934965909,190,"철학 > 윤리학, 도덕철학 > 윤리학, 도덕철학",34
98,노르웨이의 숲 =Norwegian wood ,지은이: 무라카미 하루키 ;옮긴이: 양억관,민음사,2017,9788937434488,833.6,문학 > 일본문학 > 소설,34
98,삼체 =The three body ,류츠신 지음 ;허유영 옮김,자음과모음,2020,9788954442695,823.7,문학 > 중국문학 > 소설,34
98,(EBS 다큐프라임) 자본주의 ,EBS MEDIA 기획 ;EBS <자본주의> 제작팀 지음,가나문화콘텐츠,2013,9788957365793,322.01,사회과학 > 경제학 > 경제정책,34
98,아주 작은 습관의 힘 :최고의 변화는 어떻게 만들어지는가 ,제임스 클리어 지음 ;이한이 옮김,비즈니스북스,2019,9791162540640,181.845,철학 > 심리학 > 각론,34
98,저주토끼 (리커버),정보라 (지은이),아작,2022,9791166686665,,,34
98,파친코 :이민진 장편소설 ,지은이: 이민진 ;옮긴이: 신승미,인플루엔셜,2022,9791168340510,843.6,문학 > 영미문학 > 소설,34
105,치치새가 사는 숲 :장진영 장편소설 ,지은이: 장진영,민음사,2023,9788937473852,813.7,문학 > 한국문학 > 소설,33
105,가면산장 살인사건 ,지은이: 히가시노 게이고 ;옮긴이: 김난주,재인,2014,9788990982575,833.6,문학 > 일본문학 > 소설,33
105,노랜드 :천선란 소설집 ,지은이: 천선란,한겨레엔,2022,9791160404944,813.7,문학 > 한국문학 > 소설,33
105,무정형의 삶 =김민철 파리 산문집 /Une vie libéré ,지은이: 김민철,위즈덤하우스,2024,9791171712304,818,문학 > 한국문학 > 르포르타주 및 기타,33
109,비행운 :김애란 소설집 ,지은이: 김애란,문학과지성사,2012,9788932023151,813.7,문학 > 한국문학 > 소설,32
109,도파민네이션 :쾌락 과잉 시대에서 균형 찾기 ,애나 렘키 지음 ;김두완 옮김,흐름출판,2022,9788965965046,181.71,철학 > 심리학 > 각론,32
109,불편한 편의점 :김호연 장편소설,지은이: 김호연,나무옆의자,2022,9791161571379,813.7,문학 > 한국문학 > 소설,32
109,달러구트 꿈 백화점 :이미예 장편소설,지은이: 이미예,팩토리나인,2021,9791165343729,813.7,문학 > 한국문학 > 소설,32
109,악마의 계약서는 만기 되지 않는다 :리러하 장편소설 ,지은이: 리러하,팩토리나인,2022,9791165345839,813.7,문학 > 한국문학 > 소설,32
109,모국어는 차라리 침묵 :목정원 산문 ,지은이: 목정원,아침달,2021,9791189467302,600.04,예술 > 예술 > 예술,32
109,고통 구경하는 사회 :우리는 왜 불행과 재난에서 눈을 떼지 못하는가 ,김인정 지음,Whale Books(웨일북),2023,9791192097633,334.2,"사회과학 > 사회학, 사회문제 > 사회문제",32
109,빛이 이끄는 곳으로 =백희성 장편소설 /La ou la lumiere me conduit ,지은이: 백희성,책읽어주는남자,2024,9791193937198,813.7,문학 > 한국문학 > 소설,32
109,다정한 것이 살아남는다 ,"지은이: 브라이언 헤어,옮긴이: 이민아",디플롯,2021,9791197413025,182.4,철학 > 심리학 > 차이심리학,32
118,아몬드 :손원평 장편소설 ,지은이: 손원평,창비,2017,9788936434267,813.7,문학 > 한국문학 > 소설,31
118,원씽 :복잡한 세상을 이기는 단순함의 힘 ,"게리 켈러,구세희 옮김",비즈니스북스,2013,9788997575169,325.04,사회과학 > 경제학 > 경영관리,31
118,공정하다는 착각 :능력주의는 모두에게 같은 기회를 제공하는가 ,마이클 샌델 지음 ;함규진 옮김,미래엔,2020,9791164136452,332.6,"사회과학 > 사회학, 사회문제 > 사회조직 및 제도",31
118,연남동 빙굴빙굴 빨래방 :김지윤 장편소설 ,지은이: 김지윤,팩토리나인,2023,9791165347734,813.7,문학 > 한국문학 > 소설,31
118,"딸아, 돈 공부 절대 미루지 마라 :돈과 인생에 대한 가장 현실적인 조언 50 ",박소연 지음,메이븐,2023,9791190538572,327.04,사회과학 > 경제학 > 금융,31
118,백광 :렌조 미키히코 장편소설 ,지은이: 렌조 미키히코 ;옮긴이: 양윤옥,바이포엠 스튜디오,2022,9791191043617,833.6,문학 > 일본문학 > 소설,31
118,로맨스 도파민 ,"지은이: 최영원,우재윤",안전가옥,2024,9791193024652,813.7,문학 > 한국문학 > 소설,31
118,(2500년 동안 사랑받은) 초역 부처의 말 :행복으로 가는 길은 없다 행복이 곧 길이다 ,코이케 류노스케 지음 ;박재현 옮김,콘텐츠그룹 포레스트,2024,9791193506516,224.2,"종교 > 불교 > 법어, 신앙록, 신앙생활",31
126,역행자 :돈·시간·운명으로부터 완전한 자유를 얻는 7단계 인생 공략집 ,자청 지음,웅진씽크빅,2022,9788901260716,325.211,사회과학 > 경제학 > 경영관리,30
126,"바람이 분다, 가라 :한강 장편소설 ",한강,문학과지성사,2010,9788932020006,813.62,문학 > 한국문학 > 소설,30
126,브로콜리 펀치 :이유리 소설집 ,지은이: 이유리,문학과지성사,2021,9788932039114,813.7,문학 > 한국문학 > 소설,30
126,"괴물들 :숭배와 혐오, 우리 모두의 딜레마 ",클레어 데더러 지음 ;노지양 옮김,을유문화사,2024,9788932475233,600.13,예술 > 예술 > 예술,30
126,일의 기쁨과 슬픔 :장류진 소설집 ,지은이: 장류진,창비,2019,9788936438036,813.7,문학 > 한국문학 > 소설,30
126,나인 :천선란 장편소설 ,지은이: 천선란,창비,2021,9788936438609,813.7,문학 > 한국문학 > 소설,30
126,율의 시선 :김민서 장편소설 ,지은이: 김민서,창비,2024,9788936457259,813.7,문학 > 한국문학 > 소설,30
126,한국이 싫어서 :장강명 장편소설 ,장강명 지음,민음사,2015,9788937473074,813.7,문학 > 한국문학 > 소설,30
126,살인자의 기억법 :김영하 장편소설 ,지은이: 김영하,문학동네,2013,9788954622035,813.62,문학 > 한국문학 > 소설,30
126,나주에 대하여 :김화진 소설 ,지은이: 김화진,문학동네,2022,9788954688994,813.7,문학 > 한국문학 > 소설,30
126,돈의 속성 :최상위 부자가 말하는 돈에 대한 모든 것 ,지은이: 김승호,Snowfox(스노우폭스북스),2020,9791188331796,327.04,사회과학 > 경제학 > 금융,30
126,재와 물거품 ,지은이: 김청귤,안전가옥,2021,9791191193114,813.7,문학 > 한국문학 > 소설,30
138,8월에 만나요 :가브리엘 가르시아 마르케스 소설 ,지은이: 가브리엘 가르시아 마르케스 ;옮긴이: 송병선,민음사,2024,9788937456480,873,문학 > 스페인문학 > 소설,29
138,인간 실격,다자이 오사무 지음;김춘미 옮김,민음사,2004,9788937461033,833.6,문학 > 일본문학 > 소설,29
138,여행의 이유 :김영하 산문 ,지은이: 김영하,문학동네,2019,9788954655972,816.62,"문학 > 한국문학 > 일기, 서간, 기행",29
138,불안 ,지은이: 알랭 드 보통 ;정영목 옮김,은행나무,2012,9788956605593,332.6,"사회과학 > 사회학, 사회문제 > 사회조직 및 제도",29
138,(The) money book :잘 살아갈 우리를 위한 금융생활 안내서 ,토스 엮음,비바리퍼블리카,2024,9791198686114,327.04,사회과학 > 경제학 > 금융,29
143,유령의 마음으로 :임선우 소설집 ,지은이: 임선우,민음사,2022,9788937442698,813.7,문학 > 한국문학 > 소설,28
143,브람스를 좋아하세요 ,프랑수아즈 사강 [지음] ;김남주 옮김,민음사,2008,9788937461798,863,문학 > 프랑스문학 > 소설,28
143,천문학자는 별을 보지 않는다 ,심채경 지음,문학동네,2021,9788954677257,440.4,자연과학 > 천문학 > 천문학,28
143,두 사람의 인터내셔널 :김기태 소설 ,지은이: 김기태,문학동네,2024,9788954697941,813.7,문학 > 한국문학 > 소설,28
143,내가 틀릴 수도 있습니다 =숲속의 현자가 전하는 마지막 인생수업 /I may be wrong ,비욘 나티코 린데블라드 지음 ;박미경 옮김,다산북스,2022,9791130689890,220.4,종교 > 불교 > 불교,28
143,므레모사 :김초엽 소설 ,지은이: 김초엽,H(현대문학),2021,9791167900821,813.7,문학 > 한국문학 > 소설,28
143,"어서오세요, 휴남동 서점입니다 :황보름 장편소설 ",지은이: 황보름,클레이하우스,2022,9791197377143,813.7,문학 > 한국문학 > 소설,28
150,나는 메트로폴리탄 미술관의 경비원입니다 :가장 경이로운 세계 속으로 숨어버린 한 남자의 이야기 ,패트릭 브링리 지음 ;조현주 옮김,웅진씽크빅,2023,9788901276533,848,문학 > 영미문학 > 르포르타주 및 기타,27
150,사랑의 기술 ,에리히 프롬 지음 ;황문수 옮김,문예출판사,2019,9788931011623,181.71,철학 > 심리학 > 각론,27
150,디디의 우산 :황정은 연작소설 ,지은이: 황정은,창비,2019,9788936437541,813.7,문학 > 한국문학 > 소설,27
150,면도날 ,지은이: 서머싯 몸 ;옮긴이: 안진환,민음사,2009,9788937462146,843,문학 > 영미문학 > 소설,27
150,네 이웃의 식탁 :구병모 장편소설 ,지은이: 구병모,민음사,2018,9788937473197,813.7,문학 > 한국문학 > 소설,27
150,긴긴밤 ,루리 글·그림,문학동네,2021,9788954677158,813.7,문학 > 한국문학 > 소설,27
150,가녀장의 시대 :이슬아 장편소설 ,지은이: 이슬아,문학동네,2022,9788954688796,813.7,문학 > 한국문학 > 소설,27
150,당신을 기다리고 있어 :김보영 장편소설 ,지은이: 김보영,파란미디어,2020,9788963717562,813.7,문학 > 한국문학 > 소설,27
150,동경 :김화진 장편소설 ,지은이: 김화진,문학동네,2024,9791141600785,813.7,문학 > 한국문학 > 소설,27
150,아침에는 죽음을 생각하는 것이 좋다 ,지은이: 김영민,어크로스,2018,9791160560640,818,문학 > 한국문학 > 르포르타주 및 기타,27
150,우리가 겨울을 지나온 방식 :문미순 장편소설 ,지은이: 문미순,나무옆의자,2023,9791161571492,813.7,문학 > 한국문학 > 소설,27
150,당신의 인생이 왜 힘들지 않아야 한다고 생각하십니까 :쇼펜하우어 아포리즘 ,아르투어 쇼펜하우어 지음 ;김욱 편역,콘텐츠그룹 포레스트,2023,9791192625553,165.47,"철학 > 서양철학 > 독일, 오스트리아철학",27
162,심판 ,베르나르 베르베르 지음 ;전미연 옮김,열린책들,2020,9788932920405,862,문학 > 프랑스문학 > 희곡,26
162,레몬 :권여선 장편소설 ,지은이: 권여선,창비,2019,9788936434366,813.7,문학 > 한국문학 > 소설,26
162,아버지의 해방일지 :정지아 장편소설 ,지은이: 정지아,창비,2022,9788936438838,813.62,문학 > 한국문학 > 소설,26
162,두고 온 여름 :성해나 소설 ,지은이: 성해나,창비,2023,9788936439002,813.7,문학 > 한국문학 > 소설,26
162,사서함 110호의 우편물 :이도우 장편소설 ,지은이: 이도우,시공사,2016,9788952782076,813.7,문학 > 한국문학 > 소설,26
162,꿰맨 눈의 마을 :조예은 소설 ,지은이: 조예은,자음과모음,2023,9788954449670,813.7,문학 > 한국문학 > 소설,26
162,한 스푼의 시간 :구병모 장편소설 ,지은이: 구병모,위즈덤하우스,2016,9788959130580,813.7,문학 > 한국문학 > 소설,26
162,미움받을 용기 :자유롭고 행복한 삶을 위한 아들러의 가르침 ,"기시미 이치로,전경아 옮김",인플루엔셜,2014,9788996991342,189.2,철학 > 심리학 > 응용심리학 일반,26
162,어린이라는 세계 :김소영 에세이 ,지은이: 김소영,사계절(사계절출판사),2020,9791160946918,818,문학 > 한국문학 > 르포르타주 및 기타,26
162,당신이 누군가를 죽였다 ,지은이: 히가시노 게이고 ;옮긴이: 최고은,교보문고,2024,9791170611561,833.6,문학 > 일본문학 > 소설,26
162,파타 =문가영 산문집 /Pata ,지은이: 문가영,위즈덤하우스,2024,9791171711581,818,문학 > 한국문학 > 르포르타주 및 기타,26
162,지적 대화를 위한 넓고 얕은 지식 :한 권으로 현실 세계를 통달하는 지식 여행서,채사장 지음,Whale Books(웨일북),2020,9791190313186,001.3,"총류 > 총류 > 지식, 학문 일반",26
162,게으른 완벽주의자를 위한 심리학 :미루기의 악순환에서 벗어나고 싶은 당신을 위한 심리 처방 ,헤이든 핀치 지음 ;이은정 옮김,시크릿하우스,2022,9791192312200,181.9,철학 > 심리학 > 각론,26
175,대온실 수리 보고서 :김금희 장편소설 ,지은이: 김금희,창비,2024,9788936439651,813.7,문학 > 한국문학 > 소설,25
175,밤의 여행자들 :윤고은 장편소설 ,지은이: 윤고은,민음사,2013,9788937473036,813.7,문학 > 한국문학 > 소설,25
175,리틀 라이프 :한야 야나기하라 장편소설,지은이: 한야 야나기하라 ;옮긴이: 권진아,시공사,2016,9788952776372,843.6,문학 > 영미문학 > 소설,25
175,도시와 그 불확실한 벽 :무라카미 하루키 장편소설 ,지은이: 무라카미 하루키 ;옮긴이: 홍은주,문학동네,2023,9788954699075,833.6,문학 > 일본문학 > 소설,25
175,달리기를 말할 때 내가 하고 싶은 이야기 =What I talk about when I talk about running ,무라카미 하루키 지음 ;임홍빈 옮김,문학사상,2009,9788970128337,834,문학 > 일본문학 > 수필,25
175,고래:천명관 장편소설,천명관 지음,문학동네,2004,9788982819278,813.6,문학 > 한국문학 > 소설,25
175,표백 :장강명 장편소설 ,지은이: 장강명,한겨레출판,2011,9788984314818,813.7,문학 > 한국문학 > 소설,25
175,희망 :양귀자 장편소설 ,지은이: 양귀자,쓰다,2020,9788998441081,813.62,문학 > 한국문학 > 소설,25
175,사랑과 결함 :예소연 소설 ,지은이: 예소연,문학동네,2024,9791141601102,813.7,문학 > 한국문학 > 소설,25
175,타이탄의 도구들 :1만 시간의 법칙을 깬 거인들의 61가지 전략 ,팀 페리스 지음 ;정지현 옮김,Tornado(토네이도),2017,9791158510619,325.211,사회과학 > 경제학 > 경영관리,25
175,부자 아빠 가난한 아빠 :20주년 특별 기념판 ,지은이: 로버트 기요사키 ;옮긴이: 안진환,민음인,2018,9791158883591,327.04,사회과학 > 경제학 > 금융,25
175,슬픔을 공부하는 슬픔 :신형철 산문 ,지은이: 신형철,한겨레출판,2018,9791160401967,814.7,문학 > 한국문학 > 수필,25
